Player,Spotrac_ID,Team,Salary
Tyson Chandler,http://www.spotrac.com/redirect/player/2605/,PHX,12415000
Jared Dudley,http://www.spotrac.com/redirect/player/2228/,PHX,10470000
Alex Len,http://www.spotrac.com/redirect/player/13318/,PHX,4823621
Dragan Bender,http://www.spotrac.com/redirect/player/20209/,PHX,4276320
Leandro Barbosa,http://www.spotrac.com/redirect/player/2659/,PHX,4000000
Marquese Chriss,http://www.spotrac.com/redirect/player/20213/,PHX,2941440
Devin Booker,http://www.spotrac.com/redirect/player/17841/,PHX,2223600
T.J. Warren,http://www.spotrac.com/redirect/player/15366/,PHX,2128920
Tyler Ulis,http://www.spotrac.com/redirect/player/20240/,PHX,918369
Alan Williams,http://www.spotrac.com/redirect/player/18820/,PHX,874636
Derrick Jones Jr.,http://www.spotrac.com/redirect/player/21067/,PHX,543471
Ronnie Price,http://www.spotrac.com/redirect/player/2756/,PHX,276828
Elijah Millsap,http://www.spotrac.com/redirect/player/15823/,PHX,23069
Ricky Rubio,http://www.spotrac.com/redirect/player/6305/,MIN,13575000
Cole Aldrich,http://www.spotrac.com/redirect/player/6893/,MIN,7643979
Andrew Wiggins,http://www.spotrac.com/redirect/player/15353/,MIN,6006600
Karl-Anthony Towns,http://www.spotrac.com/redirect/player/17829/,MIN,5960160
Jordan Hill,http://www.spotrac.com/redirect/player/6310/,MIN,4000000
Kris Dunn,http://www.spotrac.com/redirect/player/20210/,MIN,3872520
Nemanja Bjelica,http://www.spotrac.com/redirect/player/6917/,MIN,3800000
Brandon Rush,http://www.spotrac.com/redirect/player/6114/,MIN,3500000
Shabazz Muhammad,http://www.spotrac.com/redirect/player/13327/,MIN,3046299
Gorgui Dieng,http://www.spotrac.com/redirect/player/13334/,MIN,2348783
Zach LaVine,http://www.spotrac.com/redirect/player/15365/,MIN,2240880
Adreian Payne,http://www.spotrac.com/redirect/player/15367/,MIN,2022240
Tyus Jones,http://www.spotrac.com/redirect/player/17852/,MIN,1339680
Omri Casspi,http://www.spotrac.com/redirect/player/6325/,MIN,138414
Bismack Biyombo,http://www.spotrac.com/redirect/player/8057/,ORL,17000000
Evan Fournier,http://www.spotrac.com/redirect/player/10845/,ORL,17000000
Jeff Green,http://www.spotrac.com/redirect/player/2720/,ORL,15000000
Nikola Vucevic,http://www.spotrac.com/redirect/player/8067/,ORL,11750000
Terrence Ross,http://www.spotrac.com/redirect/player/10816/,ORL,10000000
D.J. Augustin,http://www.spotrac.com/redirect/player/6088/,ORL,7250000
Jodie Meeks,http://www.spotrac.com/redirect/player/6300/,ORL,6540000
C.J. Watson,http://www.spotrac.com/redirect/player/2324/,ORL,5000000
Aaron Gordon,http://www.spotrac.com/redirect/player/15356/,ORL,4351320
Mario Hezonja,http://www.spotrac.com/redirect/player/17833/,ORL,3909840
Elfrid Payton,http://www.spotrac.com/redirect/player/15362/,ORL,2613600
Damjan Rudez,http://www.spotrac.com/redirect/player/15567/,ORL,980431
Stephen Zimmerman,http://www.spotrac.com/redirect/player/20247/,ORL,950000
Patricio Garino,http://www.spotrac.com/redirect/player/20923/,ORL,150000
Marcus Georges-Hunt,http://www.spotrac.com/redirect/player/20982/,ORL,100000
Dwight Howard,http://www.spotrac.com/redirect/player/2640/,ATL,23180275
Paul Millsap,http://www.spotrac.com/redirect/player/2754/,ATL,20072033
Kent Bazemore,http://www.spotrac.com/redirect/player/11079/,ATL,15730338
Ersan Ilyasova,http://www.spotrac.com/redirect/player/6341/,ATL,8400000
Mike Dunleavy,http://www.spotrac.com/redirect/player/2406/,ATL,4837500
Kris Humphries,http://www.spotrac.com/redirect/player/2739/,ATL,4000000
Thabo Sefolosha,http://www.spotrac.com/redirect/player/2250/,ATL,3850000
Dennis Schröder,http://www.spotrac.com/redirect/player/13330/,ATL,2708582
Malcom Delaney,http://www.spotrac.com/redirect/player/20666/,ATL,2500000
Taurean Prince,http://www.spotrac.com/redirect/player/20217/,ATL,2318280
Tim Hardaway Jr.,http://www.spotrac.com/redirect/player/13337/,ATL,2281605
DeAndre' Bembry,http://www.spotrac.com/redirect/player/20226/,ATL,1499760
Mike Muscala,http://www.spotrac.com/redirect/player/13357/,ATL,1015696
Ryan Kelly,http://www.spotrac.com/redirect/player/13361/,ATL,286785
Jose Calderon,http://www.spotrac.com/redirect/player/2734/,ATL,247991
Damian Lillard,http://www.spotrac.com/redirect/player/10814/,POR,24328425
Allen Crabbe,http://www.spotrac.com/redirect/player/13344/,POR,18500000
Evan Turner,http://www.spotrac.com/redirect/player/6883/,POR,16393443
Maurice Harkless,http://www.spotrac.com/redirect/player/10823/,POR,9488764
Meyers Leonard,http://www.spotrac.com/redirect/player/10819/,POR,9213483
Al-Farouq Aminu,http://www.spotrac.com/redirect/player/6890/,POR,7680965
Festus Ezeli,http://www.spotrac.com/redirect/player/10855/,POR,7400000
Ed Davis,http://www.spotrac.com/redirect/player/6895/,POR,6666667
C.J. McCollum,http://www.spotrac.com/redirect/player/13323/,POR,3219579
Noah Vonleh,http://www.spotrac.com/redirect/player/15361/,POR,2751360
Jusuf Nurkic,http://www.spotrac.com/redirect/player/15368/,POR,1921320
Shabazz Napier,http://www.spotrac.com/redirect/player/15376/,POR,1350120
Pat Connaughton,http://www.spotrac.com/redirect/player/17869/,POR,874636
Jake Layman,http://www.spotrac.com/redirect/player/20253/,POR,600000
Tim Quarterman,http://www.spotrac.com/redirect/player/20910/,POR,543471
Andre Drummond,http://www.spotrac.com/redirect/player/10817/,DET,22116750
Tobias Harris,http://www.spotrac.com/redirect/player/8070/,DET,17200000
Reggie Jackson,http://www.spotrac.com/redirect/player/8075/,DET,14956522
Jon Leuer,http://www.spotrac.com/redirect/player/8092/,DET,10991957
Boban Marjanovic,http://www.spotrac.com/redirect/player/17984/,DET,7000000
Aron Baynes,http://www.spotrac.com/redirect/player/11850/,DET,6500000
Ishmael Smith,http://www.spotrac.com/redirect/player/7116/,DET,6000000
Marcus Morris,http://www.spotrac.com/redirect/player/8065/,DET,4625000
Kentavious Caldwell-Pope,http://www.spotrac.com/redirect/player/13321/,DET,3678319
Stanley Johnson,http://www.spotrac.com/redirect/player/17836/,DET,2969880
Reggie Bullock,http://www.spotrac.com/redirect/player/13338/,DET,2255644
Henry Ellenson,http://www.spotrac.com/redirect/player/20223/,DET,1704120
Beno Udrih,http://www.spotrac.com/redirect/player/2697/,DET,980431
Darrun Hilliard II,http://www.spotrac.com/redirect/player/17866/,DET,874636
Michael Gbinije,http://www.spotrac.com/redirect/player/20255/,DET,650000
