Player,Spotrac_ID,Team,Salary,Signed_Using,Trade_Kicker,Can_Block
Garrett Temple,http://www.spotrac.com/redirect/player/6492/,SAC,8000000,Cap Space,,
De'Aaron Fox,http://www.spotrac.com/redirect/player/23600/,SAC,5470920,Rookie,,
Willie Cauley-Stein,http://www.spotrac.com/redirect/player/17834/,SAC,4696875,Rookie,,
Buddy Hield,http://www.spotrac.com/redirect/player/20211/,SAC,3833760,Rookie,,
Justin Jackson,http://www.spotrac.com/redirect/player/23610/,SAC,2807880,Rookie,,
Harry Giles,http://www.spotrac.com/redirect/player/23615/,SAC,2207040,Rookie,,
Skal Labissiere,http://www.spotrac.com/redirect/player/20233/,SAC,1544951,Rookie,,
Nigel Hayes,http://www.spotrac.com/redirect/player/23669/,SAC,1378242,Minimum,,
Frank Mason,http://www.spotrac.com/redirect/player/23629/,SAC,1378242,Cap Space,,
Luol Deng,http://www.spotrac.com/redirect/player/2240/,LAL,18000000,Cap Space,,
Lonzo Ball,http://www.spotrac.com/redirect/player/23597/,LAL,7461960,Rookie,,
Brandon Ingram,http://www.spotrac.com/redirect/player/20207/,LAL,5757120,Rookie,,
Kyle Kuzma,http://www.spotrac.com/redirect/player/23622/,LAL,1689840,Rookie,,
Tyler Ennis,http://www.spotrac.com/redirect/player/15370/,LAL,1656092,Minimum,,
Josh Hart,http://www.spotrac.com/redirect/player/23625/,LAL,1655160,Rookie,,
Ivica Zubac,http://www.spotrac.com/redirect/player/20238/,LAL,1544951,Cap Space,,
Thomas Bryant,http://www.spotrac.com/redirect/player/23643/,LAL,1378242,Minimum,,
Victor Oladipo,http://www.spotrac.com/redirect/player/13315/,IND,21000000,Bird,,
Thaddeus Young,http://www.spotrac.com/redirect/player/2658/,IND,13764045,Bird,,
Bojan Bogdanovic,http://www.spotrac.com/redirect/player/8083/,IND,10500000,Cap Space,,
Darren Collison,http://www.spotrac.com/redirect/player/6307/,IND,10000000,Cap Space,,
Al Jefferson,http://www.spotrac.com/redirect/player/2579/,IND,10000000,Cap Space,,
Cory Joseph,http://www.spotrac.com/redirect/player/8080/,IND,7945000,Cap Space,,
Lance Stephenson,http://www.spotrac.com/redirect/player/6922/,IND,4360000,Cap Space,,
Myles Turner,http://www.spotrac.com/redirect/player/17839/,IND,3410284,Rookie,,
Domantas Sabonis,http://www.spotrac.com/redirect/player/20216/,IND,2659800,Rookie,,
TJ Leaf,http://www.spotrac.com/redirect/player/23613/,IND,2407560,Rookie,,
Joseph Young,http://www.spotrac.com/redirect/player/17871/,IND,1600520,Cap Space,,
Alex Poythress,http://www.spotrac.com/redirect/player/20970/,IND,1544951,,,
Ike Anigbogu,http://www.spotrac.com/redirect/player/23648/,IND,1378242,Cap Space,,
Jrue Holiday,http://www.spotrac.com/redirect/player/6316/,NOP,26161111,Bird,,
Anthony Davis,http://www.spotrac.com/redirect/player/10809/,NOP,25434263,Bird,True,
Solomon Hill,http://www.spotrac.com/redirect/player/13336/,NOP,12752928,Cap Space,,
Nikola Mirotic,http://www.spotrac.com/redirect/player/8074/,NOP,12500000,Cap Space,,
E'Twaun Moore,http://www.spotrac.com/redirect/player/8107/,NOP,8808685,Cap Space,,
Alexis Ajinca,http://www.spotrac.com/redirect/player/6087/,NOP,5285394,Early Bird,,
Emeka Okafor,http://www.spotrac.com/redirect/player/2235/,NOP,2445085,Minimum,,
