Player,Pos,Spotrac_ID,Team,Trans_Date,Trans
Jae Crowder, SF,http://www.spotrac.com/redirect/player/10859/,UTA,Apr 23 2018,Fined $2000 for ejection from OKC-UTH game (playoff)				
David Stockton, PG,http://www.spotrac.com/redirect/player/15854/,UTA,Apr 6 2018,Signed a contract with Utah (UTH)				
Thabo Sefolosha, SF,http://www.spotrac.com/redirect/player/2250/,UTA,Apr 3 2018,Suspended 5 games (forfeit $181034) for violating the NBA’s anti-drug program				
David Stockton, PG,http://www.spotrac.com/redirect/player/15854/,UTA,Mar 27 2018,Signed a 10-day contract with Utah (UTH)				
David Stockton, PG,http://www.spotrac.com/redirect/player/15854/,UTA,Mar 17 2018,Signed a 10-day contract with Utah (UTH)				
Naz Mitrou-Long, PG,http://www.spotrac.com/redirect/player/24478/,UTA,Feb 24 2018,Signed a 10-day contract with Utah (UTH)				
Naz Mitrou-Long, PG,http://www.spotrac.com/redirect/player/24478/,UTA,Feb 11 2018,Signed a 10-day contract with Utah (UTH)				
Derrick Rose, PG,http://www.spotrac.com/redirect/player/6095/,UTA,Feb 10 2018,Waived by Utah (UTH)				
Rodney Hood, SG,http://www.spotrac.com/redirect/player/15375/,UTA,Feb 8 2018,Traded to Cleveland (CLE) from Utah (UTH) as part of a 3-team trade: Utah (UTH) traded  Iman ShumpertDimitrios AgravanisJoe JohnsonDerrick RoseJae CrowderArturas GudaitisGeorge Hill
Naz Mitrou-Long, PG,http://www.spotrac.com/redirect/player/24478/,UTA,Jan 13 2018,Waived by Utah (UTH)				
Rodney Hood, SG,http://www.spotrac.com/redirect/player/15375/,UTA,Jan 11 2018,Fined $35000 for slapping phone out of fan's hands during UTH-WAS game				
Mario Hezonja, SG,http://www.spotrac.com/redirect/player/17833/,ORL,Oct 31 2017,Orlando (ORL) declined $5.17 million option for 2018-19				
Troy Caupain, PG,http://www.spotrac.com/redirect/player/24399/,ORL,Oct 13 2017,Waived by Orlando (ORL)				
Kalin Lucas, PG,http://www.spotrac.com/redirect/player/13538/,ORL,Oct 13 2017,Waived by Orlando (ORL)				
Damjan Rudez, SF,http://www.spotrac.com/redirect/player/15567/,ORL,Oct 13 2017,Waived by Orlando (ORL)				
Rodney Purvis, G,http://www.spotrac.com/redirect/player/24520/,ORL,Oct 13 2017,Waived by Orlando (ORL)				
Rodney Purvis, G,http://www.spotrac.com/redirect/player/24520/,ORL,Oct 9 2017,Signed a contract with Orlando (ORL)				
Damjan Rudez, SF,http://www.spotrac.com/redirect/player/15567/,ORL,Sep 7 2017,Signed a contract with Orlando (ORL)				
Kalin Lucas, PG,http://www.spotrac.com/redirect/player/13538/,ORL,Aug 31 2017,Signed a 1 year $1.3 million contract with Orlando (ORL)				
Troy Caupain, PG,http://www.spotrac.com/redirect/player/24399/,ORL,Aug 21 2017,Signed a contract with Orlando (ORL)				
Stephen Zimmerman, C,http://www.spotrac.com/redirect/player/20247/,ORL,Aug 10 2017,Signed a contract with Los Angeles (LAL)				
Marcus Georges-Hunt, SG,http://www.spotrac.com/redirect/player/20982/,ORL,Aug 10 2017,Signed a contract with Minnesota (MIN)				
Patricio Garino, SF,http://www.spotrac.com/redirect/player/20923/,ORL,Aug 1 2017,Waived by Orlando (ORL)				
Marcus Georges-Hunt, SG,http://www.spotrac.com/redirect/player/20982/,ORL,Jul 31 2017,Waived by Orlando (ORL)				
Arron Afflalo, SG,http://www.spotrac.com/redirect/player/2297/,ORL,Jul 27 2017,Agreed to a 1 year $2.3 million contract with Orlando (ORL)				
Marreese Speights, PF,http://www.spotrac.com/redirect/player/6145/,ORL,Jul 27 2017,Signed a 1 year $2.1 million contract with Orlando (ORL)				
Khem Birch, C,http://www.spotrac.com/redirect/player/15786/,ORL,Jul 27 2017,Signed a contract with Orlando (ORL)				
Wesley Iwundu, SG,http://www.spotrac.com/redirect/player/23628/,ORL,Jul 25 2017,Signed a 3 year $4.05 million contract with Orlando (ORL)				
Jonathon Simmons, SF,http://www.spotrac.com/redirect/player/17983/,ORL,Jul 14 2017,Agreed to a 3 year $20 million contract with Orlando (ORL)				
Jodie Meeks, SG,http://www.spotrac.com/redirect/player/6300/,ORL,Jul 12 2017,Signed a 2 year $6.7 million contract with Washington (WAS)				
Jeff Green, SF,http://www.spotrac.com/redirect/player/2720/,ORL,Jul 11 2017,Signed a 1 year $2.3 million contract with Cleveland (CLE)				
C.J. Watson, PG,http://www.spotrac.com/redirect/player/2324/,ORL,Jul 10 2017,Waived by Orlando (ORL)				
Shelvin Mack, PG,http://www.spotrac.com/redirect/player/8086/,ORL,Jul 9 2017,Signed a 2 year $12 million contract with Orlando (ORL)				
Stephen Zimmerman, C,http://www.spotrac.com/redirect/player/20247/,ORL,Jul 4 2017,Waived by Orlando (ORL)				
Jonathan Isaac, SF,http://www.spotrac.com/redirect/player/23601/,ORL,Jul 1 2017,Signed a 2 year $9.16 million contract with Orlando (ORL)				
Anzejs Pasecniks, C,http://www.spotrac.com/redirect/player/23620/,ORL,Jun 22 2017,Traded to Philadelphia (PHI) from Orlando (ORL)  for 2020 1st round pick and 2020 2nd round pick				
Anzejs Pasecniks, C,http://www.spotrac.com/redirect/player/23620/,ORL,Jun 22 2017,Drafted by Orlando (ORL): Round 1 (#25overall)				
Ivan Rabb, PF,http://www.spotrac.com/redirect/player/23630/,ORL,Jun 22 2017,Traded to Memphis (MEM) from Orlando (ORL)  for 2019 2nd round pick				
Ivan Rabb, PF,http://www.spotrac.com/redirect/player/23630/,ORL,Jun 22 2017,Drafted by Orlando (ORL): Round 2 (#35overall)				
Jonathan Isaac, SF,http://www.spotrac.com/redirect/player/23601/,ORL,Jun 22 2017,Drafted by Orlando (ORL): Round 1 (#6overall)				
Wesley Iwundu, SG,http://www.spotrac.com/redirect/player/23628/,ORL,Jun 22 2017,Drafted by Orlando (ORL): Round 2 (#33overall)				
Patricio Garino, SF,http://www.spotrac.com/redirect/player/20923/,ORL,Apr 3 2017,Signed a 2 year $1.46 million contract with Orlando (ORL)				
C.J. Wilcox, SG,http://www.spotrac.com/redirect/player/15380/,ORL,Apr 3 2017,Waived by Orlando (ORL)				
Serge Ibaka, PF,http://www.spotrac.com/redirect/player/6313/,ORL,Feb 14 2017,Traded to Toronto (TOR) from Orlando (ORL)  for  Terrence Ross
Anthony Brown, SF,http://www.spotrac.com/redirect/player/17862/,ORL,Jan 22 2017,Signed a 10-day contract with Orlando (ORL)				
Arinze Onuaku, PF,http://www.spotrac.com/redirect/player/13510/,ORL,Jan 6 2017,Waived by Orlando (ORL)				
Marreese Speights, PF,http://www.spotrac.com/redirect/player/6145/,ORL,Apr 11 2018,Fined $2000 for ejection from WAS-ORL game				
Rodney Purvis, G,http://www.spotrac.com/redirect/player/24520/,ORL,Mar 28 2018,Signed a multi-year contract with Orlando (ORL)				
Rodney Purvis, G,http://www.spotrac.com/redirect/player/24520/,ORL,Mar 18 2018,Signed a 10-day contract with Orlando (ORL)				
Rodney Purvis, G,http://www.spotrac.com/redirect/player/24520/,ORL,Mar 8 2018,Signed a 10-day contract with Orlando (ORL)				
Rashad Vaughn, SG,http://www.spotrac.com/redirect/player/17845/,ORL,Mar 7 2018,Waived by Orlando (ORL)				
Rashad Vaughn, SG,http://www.spotrac.com/redirect/player/17845/,ORL,Mar 2 2018,Signed a 10-day contract with Orlando (ORL)				
Rashad Vaughn, SG,http://www.spotrac.com/redirect/player/17845/,ORL,Feb 21 2018,Signed a 10-day contract with Orlando (ORL)				
Elfrid Payton, PG,http://www.spotrac.com/redirect/player/15362/,ORL,Feb 8 2018,Traded to Phoenix (PHX) from Orlando (ORL)  for 2018 2nd round pick				
Adreian Payne, PF,http://www.spotrac.com/redirect/player/15367/,ORL,Jan 27 2018,Waived by Orlando (ORL)				
Arron Afflalo, SG,http://www.spotrac.com/redirect/player/2297/,ORL,Jan 18 2018,Suspended 2 games (forfeit $32119) for throwing punch at Nemanja Bjelica during MIN-ORL game				
Terry Rozier, PG,http://www.spotrac.com/redirect/player/17844/,BOS,Oct 31 2017,Boston (BOS) exercised $3.05 million option for 2018-19				
Jaylen Brown, SF,http://www.spotrac.com/redirect/player/20208/,BOS,Oct 31 2017,Boston (BOS) exercised $5.17 million option for 2018-19				
Kyrie Irving, PG,http://www.spotrac.com/redirect/player/8051/,BOS,Oct 22 2017,Fined $25000 for using inappropriate language toward fan during BOS-PHI game				
Daniel Ochefu, SF,http://www.spotrac.com/redirect/player/20746/,BOS,Oct 14 2017,Waived by Boston (BOS)				
Daniel Ochefu, SF,http://www.spotrac.com/redirect/player/20746/,BOS,Oct 13 2017,Signed a contract with Boston (BOS)				
Andrew White, G,http://www.spotrac.com/redirect/player/24383/,BOS,Oct 12 2017,Waived by Boston (BOS)				
L.J. Peak, SG,http://www.spotrac.com/redirect/player/23675/,BOS,Oct 12 2017,Waived by Boston (BOS)				
Jonathan Holmes, PF,http://www.spotrac.com/redirect/player/18115/,BOS,Oct 12 2017,Waived by Boston (BOS)				
Daniel Dixon, G,http://www.spotrac.com/redirect/player/24389/,BOS,Oct 12 2017,Waived by Boston (BOS)				
Daniel Dixon, G,http://www.spotrac.com/redirect/player/24389/,BOS,Oct 10 2017,Signed a contract with Boston (BOS)				
Devin Williams, PF,http://www.spotrac.com/redirect/player/24514/,BOS,Oct 5 2017,Waived by Boston (BOS)				
Jonathan Holmes, PF,http://www.spotrac.com/redirect/player/18115/,BOS,Sep 26 2017,Signed a contract with Boston (BOS)				
Devin Williams, PF,http://www.spotrac.com/redirect/player/24514/,BOS,Sep 26 2017,Signed a contract with Boston (BOS)				
Gerald Green, SG,http://www.spotrac.com/redirect/player/6100/,BOS,Sep 24 2017,Signed a contract with Milwaukee (MIL)				
Tyler Zeller, C,http://www.spotrac.com/redirect/player/10825/,BOS,Sep 12 2017,Signed a 2 year $3.64 million contract with Brooklyn (BKN)				
Andrew White, G,http://www.spotrac.com/redirect/player/24383/,BOS,Aug 28 2017,Signed a contract with Boston (BOS)				
L.J. Peak, SG,http://www.spotrac.com/redirect/player/23675/,BOS,Aug 28 2017,Signed a contract with Boston (BOS)				
Ante Zizic, C,http://www.spotrac.com/redirect/player/20228/,BOS,Aug 22 2017,Traded to Cleveland (CLE) from Boston (BOS)  with  Isaiah ThomasJae CrowderKyrie Irving
Jordan Mickey, PF,http://www.spotrac.com/redirect/player/17861/,BOS,Aug 20 2017,Signed a 1 year $1.5 million contract with Miami (MIA) - includes 2nd Year Club Option				
Shane Larkin, PG,http://www.spotrac.com/redirect/player/13331/,BOS,Jul 31 2017,Signed a 1 year contract with Boston (BOS)				
Guerschon Yabusele, PF,http://www.spotrac.com/redirect/player/20221/,BOS,Jul 20 2017,Signed a 2 year $4.9 million contract with Boston (BOS)				
Daniel Theis, PF,http://www.spotrac.com/redirect/player/23828/,BOS,Jul 20 2017,Signed a 2 year $2.19 million contract with Boston (BOS)				
Kadeem Allen, SG,http://www.spotrac.com/redirect/player/23654/,BOS,Jul 19 2017,Signed a two-way contract with Boston (BOS)				
Aron Baynes, C,http://www.spotrac.com/redirect/player/11850/,BOS,Jul 19 2017,Signed a 1 year $4.3 million contract with Boston (BOS)				
Semi Ojeleye, PF,http://www.spotrac.com/redirect/player/23632/,BOS,Jul 18 2017,Signed a  4 year $6 million contract with Boston (BOS)				
Paul Pierce, SF,http://www.spotrac.com/redirect/player/2217/,BOS,Jul 17 2017,Retired from Professional Basketball				
Paul Pierce, SF,http://www.spotrac.com/redirect/player/2217/,BOS,Jul 17 2017,Waived by Boston (BOS)				
Paul Pierce, SF,http://www.spotrac.com/redirect/player/2217/,BOS,Jul 17 2017,Signed a contract with Boston (BOS)				
Jonas Jerebko, PF,http://www.spotrac.com/redirect/player/6285/,BOS,Jul 17 2017,Signed a 2 year $8.2 million contract with Utah (UTH)				
Demetrius Jackson, PG,http://www.spotrac.com/redirect/player/20251/,BOS,Jul 15 2017,Waived by Boston (BOS)				
Abdel Nader, SF,http://www.spotrac.com/redirect/player/20264/,BOS,Jul 15 2017,Signed a 3 year $4.16 million contract with Boston (BOS) - includes 4th Year Club Option				
Jordan Mickey, PF,http://www.spotrac.com/redirect/player/17861/,BOS,Jul 14 2017,Waived by Boston (BOS)				
Gordon Hayward, SG,http://www.spotrac.com/redirect/player/6891/,BOS,Jul 14 2017,Signed a 4 year $127.8 million contract with Boston (BOS)				
Marcus Morris, PF,http://www.spotrac.com/redirect/player/8065/,BOS,Jul 7 2017,Traded to Boston (BOS) from Detroit (DET)  for  Avery Bradley
Kelly Olynyk, C,http://www.spotrac.com/redirect/player/13326/,BOS,Jul 7 2017,Signed a 4 year $50 million contract with Miami (MIA)				
Tyler Zeller, C,http://www.spotrac.com/redirect/player/10825/,BOS,Jul 3 2017,Waived by Boston (BOS)				
Ante Zizic, C,http://www.spotrac.com/redirect/player/20228/,BOS,Jul 1 2017,Signed a 2 year $3.6 million contract with Boston (BOS)				
Amir Johnson, PF,http://www.spotrac.com/redirect/player/2304/,BOS,Jul 1 2017,Signed a 1 year $11 million contract with Philadelphia (PHI)				
Jayson Tatum, SF,http://www.spotrac.com/redirect/player/23598/,BOS,Jul 1 2017,Signed a 2 year contract with Boston (BOS)				
Kelly Olynyk, C,http://www.spotrac.com/redirect/player/13326/,BOS,Jun 28 2017,Boston (BOS) extended $4.19 million Qualifying Offer; becomes Restricted Free Agent				
Jabari Bird, SG,http://www.spotrac.com/redirect/player/23657/,BOS,Jun 22 2017,Drafted by Boston (BOS): Round 2 (#56overall)				
Kadeem Allen, SG,http://www.spotrac.com/redirect/player/23654/,BOS,Jun 22 2017,Drafted by Boston (BOS): Round 2 (#53overall)				
Semi Ojeleye, PF,http://www.spotrac.com/redirect/player/23632/,BOS,Jun 22 2017,Drafted by Boston (BOS): Round 2 (#37overall)				
Jayson Tatum, SF,http://www.spotrac.com/redirect/player/23598/,BOS,Jun 22 2017,Drafted by Boston (BOS): Round 1 (#3overall)				
Isaiah Thomas, PG,http://www.spotrac.com/redirect/player/8111/,BOS,May 10 2017,Fined $25000 for 'directing inappropriate language' at Wizards fan during BOS-WAS game (playoff)				
Terry Rozier, PG,http://www.spotrac.com/redirect/player/17844/,BOS,May 4 2017,Fined $2000 for ejection (two technicals) from BOS-WAS game (playoff)				
Marcus Smart, PG,http://www.spotrac.com/redirect/player/15358/,BOS,Apr 19 2017,Fined $25000 for obscene gesture on the playing court during CHI-BOS game (playoff)				
Jae Crowder, SF,http://www.spotrac.com/redirect/player/10859/,BOS,Jan 13 2017,Fined $25000 for confrontation during BOS-WAS game				
Marcus Morris, PF,http://www.spotrac.com/redirect/player/8065/,BOS,Apr 22 2018,Fined $15000 for criticizing officials after BOS-MIL game (playoff)				
Jonathan Gibson, PG,http://www.spotrac.com/redirect/player/20788/,BOS,Apr 6 2018,Signed a contract with Boston (BOS)				
Xavier Silas, SG,http://www.spotrac.com/redirect/player/10405/,BOS,Mar 28 2018,Signed a 10-day contract with Boston (BOS)				
Marcus Morris, PF,http://www.spotrac.com/redirect/player/8065/,BOS,Mar 20 2018,Fined $15000 for 'verbal abuse' of official during BOS-NOP game				
Marcus Smart, PG,http://www.spotrac.com/redirect/player/15358/,BOS,Mar 6 2018,Fined $15000 for criticism of officiating following HOU-BOS game				
Greg Monroe, C,http://www.spotrac.com/redirect/player/6889/,BOS,Feb 8 2018,Signed a 1 year $5 million contract with Boston (BOS)				
Jarell Eddie, SF,http://www.spotrac.com/redirect/player/15875/,BOS,Jan 20 2018,Signed a 10-day contract with Boston (BOS)				
Mike James, PG,http://www.spotrac.com/redirect/player/24021/,PHX,Dec 23 2017,Waived by Phoenix (PHX)				
Isaiah Canaan, PG,http://www.spotrac.com/redirect/player/13347/,PHX,Dec 13 2017,Signed a contract with Phoenix (PHX)				
Mike James, PG,http://www.spotrac.com/redirect/player/24021/,PHX,Dec 7 2017,Phoenix (PHX) converted two-way contract to a standard NBA contract; 1 year $581k contract				
Derrick Jones Jr., SF,http://www.spotrac.com/redirect/player/21067/,PHX,Dec 7 2017,Waived by Phoenix (PHX)				
Greg Monroe, C,http://www.spotrac.com/redirect/player/6889/,PHX,Nov 7 2017,Traded to Phoenix (PHX) from Milwaukee (MIL)  with 2018 1st round pick [lottery-protected conditional]  and 2018 2nd round pick [top-47 protected]  for  Eric Bledsoe
Eric Bledsoe, PG,http://www.spotrac.com/redirect/player/6900/,PHX,Nov 5 2017,Fined $10000 for tweet that sparked trade talks and disciplinary action by Phoenix (PHX)				
Josh Jackson, SF,http://www.spotrac.com/redirect/player/23599/,PHX,Oct 24 2017,Fined $35000 for 'making a menacing gesture on the playing court and directing inappropriate language' toward a fan during PHX-LAC game				
Dragan Bender, PF,http://www.spotrac.com/redirect/player/20209/,PHX,Oct 17 2017,Phoenix (PHX) exercised $4.66 million option for 2018-19				
Marquese Chriss, PF,http://www.spotrac.com/redirect/player/20213/,PHX,Oct 17 2017,Phoenix (PHX) exercised $3.2 million option for 2018-19				
Devin Booker, SG,http://www.spotrac.com/redirect/player/17841/,PHX,Oct 17 2017,Phoenix (PHX) exercised $3.31 million option for 2018-19				
Tidjan Keita, SF,http://www.spotrac.com/redirect/player/24528/,PHX,Oct 14 2017,Waived by Phoenix (PHX)				
Elijah Millsap, SG,http://www.spotrac.com/redirect/player/15823/,PHX,Oct 14 2017,Waived by Phoenix (PHX)				
Tidjan Keita, SF,http://www.spotrac.com/redirect/player/24528/,PHX,Oct 13 2017,Signed a contract with Phoenix (PHX)				
Anthony Bennett, PF,http://www.spotrac.com/redirect/player/13314/,PHX,Oct 11 2017,Waived by Phoenix (PHX)				
Peter Jok, SG,http://www.spotrac.com/redirect/player/24410/,PHX,Oct 11 2017,Waived by Phoenix (PHX)				
T.J. Warren, SF,http://www.spotrac.com/redirect/player/15366/,PHX,Sep 25 2017,Signed a 4 year $47 million contract extension with Phoenix (PHX)				
Alex Len, C,http://www.spotrac.com/redirect/player/13318/,PHX,Sep 24 2017,Signed a 1 year $4.2 million Qualifying Offer with Phoenix (PHX)				
Anthony Bennett, PF,http://www.spotrac.com/redirect/player/13314/,PHX,Sep 22 2017,Signed a contract with Phoenix (PHX)				
Troy Daniels, SG,http://www.spotrac.com/redirect/player/13383/,PHX,Sep 22 2017,Traded to Phoenix (PHX) from Memphis (MEM)  for 2nd round pick				
Peter Jok, SG,http://www.spotrac.com/redirect/player/24410/,PHX,Sep 13 2017,Signed a contract with Phoenix (PHX)				
Alan Williams, PF,http://www.spotrac.com/redirect/player/18820/,PHX,Jul 26 2017,Signed a 3 year $17 million contract with Phoenix (PHX)				
Mike Scott, PF,http://www.spotrac.com/redirect/player/10868/,PHX,Jul 8 2017,Signed a 1 year $1.7 million contract with Washington (WAS)				
Mike James, PG,http://www.spotrac.com/redirect/player/24021/,PHX,Jul 6 2017,Signed a two-way contract with Phoenix (PHX)				
Davon Reed, SG,http://www.spotrac.com/redirect/player/23627/,PHX,Jul 6 2017,Signed a 4 year $5.57 million contract with Phoenix (PHX)				
Leandro Barbosa, SG,http://www.spotrac.com/redirect/player/2659/,PHX,Jul 3 2017,Waived by Phoenix (PHX)				
Josh Jackson, SF,http://www.spotrac.com/redirect/player/23599/,PHX,Jul 3 2017,Signed a 2 year $11.1 million contract with Phoenix (PHX)				
Alex Len, C,http://www.spotrac.com/redirect/player/13318/,PHX,Jun 26 2017,Phoenix (PHX) extended $4.19 million Qualifying Offer; becomes a Restricted Free Agent				
Alec Peters, SF,http://www.spotrac.com/redirect/player/23655/,PHX,Jun 22 2017,Drafted by Phoenix (PHX): Round 2 (#54overall)				
Davon Reed, SG,http://www.spotrac.com/redirect/player/23627/,PHX,Jun 22 2017,Drafted by Phoenix (PHX): Round 2 (#32overall)				
Josh Jackson, SF,http://www.spotrac.com/redirect/player/23599/,PHX,Jun 22 2017,Drafted by Phoenix (PHX): Round 1 (#4overall)				
Elijah Millsap, SG,http://www.spotrac.com/redirect/player/15823/,PHX,Apr 9 2017,Signed a 2 year $1.55 million contract with Phoenix (PHX)				
Jarell Eddie, SF,http://www.spotrac.com/redirect/player/15875/,PHX,Mar 29 2017,Signed a 10-day contract with Phoenix (PHX)				
Jarell Eddie, SF,http://www.spotrac.com/redirect/player/15875/,PHX,Mar 19 2017,Signed a 10-day contract with Phoenix (PHX)				
Jared Dudley, SF,http://www.spotrac.com/redirect/player/2228/,PHX,Mar 9 2017,Fined $35000 for escalating altercation during WAS-PHX game				
Jared Dudley, SF,http://www.spotrac.com/redirect/player/2228/,PHX,Mar 7 2017,Fined $2000 for ejection from WAS-PHX game				
Mike Scott, PF,http://www.spotrac.com/redirect/player/10868/,PHX,Feb 24 2017,Waived by Phoenix (PHX)				
Jared Sullinger, PF,http://www.spotrac.com/redirect/player/10846/,PHX,Feb 24 2017,Waived by Phoenix (PHX)				
Ronnie Price, PG,http://www.spotrac.com/redirect/player/2756/,PHX,Feb 24 2017,Signed a 1 year $438k contract with Phoenix (PHX)				
Mike Scott, PF,http://www.spotrac.com/redirect/player/10868/,PHX,Feb 23 2017,Traded to Phoenix (PHX) from Atlanta (ATL)  with cash and draft rights to Cenk Aykol for 2017 2nd round pick [protected] 				
Jared Sullinger, PF,http://www.spotrac.com/redirect/player/10846/,PHX,Feb 23 2017,Traded to Phoenix (PHX) from Toronto (TOR)  with 2017 2nd round pick and 2018 2nd round pick for  P.J. Tucker
Alex Len, C,http://www.spotrac.com/redirect/player/13318/,PHX,Feb 10 2017,Suspended 1 game (forfeit $43851) for leaving bench during altercation during PHX-MEM game				
Tyler Ulis, PG,http://www.spotrac.com/redirect/player/20240/,PHX,Feb 10 2017,Fined $15000 for altercation during PHX-MEM game				
Marquese Chriss, PF,http://www.spotrac.com/redirect/player/20213/,PHX,Feb 10 2017,Fined $15000 for altercation during PHX-MEM game				
Tyler Ulis, PG,http://www.spotrac.com/redirect/player/20240/,PHX,Feb 8 2017,Fined $2000 for ejection from PHX-MEM game				
Marquese Chriss, PF,http://www.spotrac.com/redirect/player/20213/,PHX,Feb 8 2017,Fined $2000 for ejection from PHX-MEM game				
Ronnie Price, PG,http://www.spotrac.com/redirect/player/2756/,PHX,Feb 6 2017,Signed a 10-day contract with Phoenix (PHX)				
Ronnie Price, PG,http://www.spotrac.com/redirect/player/2756/,PHX,Jan 27 2017,Signed a 10-day contract with Phoenix (PHX)				
John Jenkins, SG,http://www.spotrac.com/redirect/player/10848/,PHX,Jan 6 2017,Waived by Phoenix (PHX)				
Jared Dudley, SF,http://www.spotrac.com/redirect/player/2228/,PHX,Apr 6 2018,Fined $6000 for ejection from NOP-PHX game				
Jared Dudley, SF,http://www.spotrac.com/redirect/player/2228/,PHX,Mar 18 2018,Fined $25000 for role in altercation during PHX-UTH game				
Marquese Chriss, PF,http://www.spotrac.com/redirect/player/20213/,PHX,Mar 18 2018,Fined $25000 for role in altercation during PHX-UTH game				
Jared Dudley, SF,http://www.spotrac.com/redirect/player/2228/,PHX,Mar 15 2018,Fined $4000 for ejection from PHX-UTH game				
Marquese Chriss, PF,http://www.spotrac.com/redirect/player/20213/,PHX,Mar 15 2018,Fined $2000 for ejection from PHX-UTH game				
Shaquille Harrison, G,http://www.spotrac.com/redirect/player/21066/,PHX,Mar 13 2018,Signed a 2 year $1.52 million contract with Phoenix (PHX)				
Elfrid Payton, PG,http://www.spotrac.com/redirect/player/15362/,PHX,Mar 4 2018,Fined $2000 for ejection from PHX-ATL game				
Shaquille Harrison, G,http://www.spotrac.com/redirect/player/21066/,PHX,Mar 3 2018,Signed a 10-day contract with Phoenix (PHX)				
Alex Len, C,http://www.spotrac.com/redirect/player/13318/,PHX,Feb 26 2018,Fined $2000 for ejection from PHX-NOP game				
Shaquille Harrison, G,http://www.spotrac.com/redirect/player/21066/,PHX,Feb 21 2018,Signed a 10-day contract with Phoenix (PHX)				
Josh Gray, G,http://www.spotrac.com/redirect/player/24953/,PHX,Feb 12 2018,Signed a 12-day contract with Phoenix (PHX)				
Isaiah Canaan, PG,http://www.spotrac.com/redirect/player/13347/,PHX,Feb 8 2018,Waived by Phoenix (PHX)				
Elfrid Payton, PG,http://www.spotrac.com/redirect/player/15362/,PHX,Feb 8 2018,Traded to Phoenix (PHX) from Orlando (ORL)  for 2018 2nd round pick				
Marquese Chriss, PF,http://www.spotrac.com/redirect/player/20213/,PHX,Feb 4 2018,Suspended 1 game (forfeit $21199) for a 				
Josh Gray, G,http://www.spotrac.com/redirect/player/24953/,PHX,Feb 2 2018,Signed a 10-day contract with Phoenix (PHX)				
Greg Monroe, C,http://www.spotrac.com/redirect/player/6889/,PHX,Jan 31 2018,Waived by Phoenix (PHX) - agreed to buyout				
Stanley Johnson, SF,http://www.spotrac.com/redirect/player/17836/,DET,Oct 15 2017,Detroit (DET) exercised $3.94 million option for 2018-19				
Henry Ellenson, PF,http://www.spotrac.com/redirect/player/20223/,DET,Oct 15 2017,Detroit (DET) exercised $1.86 million option for 2018-19				
Beno Udrih, PG,http://www.spotrac.com/redirect/player/2697/,DET,Oct 14 2017,Waived by Detroit (DET)				
Derek Willis, F,http://www.spotrac.com/redirect/player/24245/,DET,Oct 10 2017,Waived by Detroit (DET)				
Landry Nnoko, C,http://www.spotrac.com/redirect/player/24275/,DET,Oct 10 2017,Waived by Detroit (DET)				
Beno Udrih, PG,http://www.spotrac.com/redirect/player/2697/,DET,Sep 25 2017,Signed a contract with Detroit (DET)				
Michael Gbinije, SG,http://www.spotrac.com/redirect/player/20255/,DET,Sep 5 2017,Signed a contract with Golden State (GSW)				
Jason Maxiell, PF,http://www.spotrac.com/redirect/player/2305/,DET,Aug 4 2017,Retired from Professional Basketball				
Landry Nnoko, C,http://www.spotrac.com/redirect/player/24275/,DET,Jul 27 2017,Signed a contract with Detroit (DET)				
Derek Willis, F,http://www.spotrac.com/redirect/player/24245/,DET,Jul 20 2017,Signed a contract with Detroit (DET)				
Aron Baynes, C,http://www.spotrac.com/redirect/player/11850/,DET,Jul 19 2017,Signed a 1 year $4.3 million contract with Boston (BOS)				
Michael Gbinije, SG,http://www.spotrac.com/redirect/player/20255/,DET,Jul 15 2017,Waived by Detroit (DET)				
Anthony Tolliver, PF,http://www.spotrac.com/redirect/player/6483/,DET,Jul 14 2017,Signed a 1 year $3.29 million contract with Detroit (DET)				
Reggie Bullock, SF,http://www.spotrac.com/redirect/player/13338/,DET,Jul 14 2017,Signed a 2 year $5 million contract with Detroit (DET)				
Kentavious Caldwell-Pope, SG,http://www.spotrac.com/redirect/player/13321/,DET,Jul 13 2017,Signed a 1 year $17.75 million contract with Los Angeles (LAL)				
Marcus Morris, PF,http://www.spotrac.com/redirect/player/8065/,DET,Jul 7 2017,Traded to Boston (BOS) from Detroit (DET)  for  Avery Bradley
Langston Galloway, PG,http://www.spotrac.com/redirect/player/15824/,DET,Jul 6 2017,Signed a 3 year $21 million contract with Detroit (DET)				
Eric Moreland, PF,http://www.spotrac.com/redirect/player/15622/,DET,Jul 6 2017,Signed a 3 year $5.48 million contract with Cleveland (CLE)				
Luke Kennard, SG,http://www.spotrac.com/redirect/player/23607/,DET,Jul 1 2017,Signed a 2 year $6.03 million contract with Detroit (DET)				
Darrun Hilliard II, SF,http://www.spotrac.com/redirect/player/17866/,DET,Jun 28 2017,Traded to Houston (HOU) from Detroit (DET)  for cash				
Kentavious Caldwell-Pope, SG,http://www.spotrac.com/redirect/player/13321/,DET,Jun 23 2017,Detroit (DET) extended a $4.96 million Qualifying Offer; becomes a Restricted Free Agent				
Kentavious Caldwell-Pope, SG,http://www.spotrac.com/redirect/player/13321/,DET,Jun 23 2017,Suspended 2 games for pleading guilty to operating a motor vehicle while intoxicated				
Luke Kennard, SG,http://www.spotrac.com/redirect/player/23607/,DET,Jun 22 2017,Drafted by Detroit (DET): Round 1 (#12overall)				
