Player,Pos,Spotrac_ID,Team,Trans_Date,Trans
Spencer Hawes, PF,http://www.spotrac.com/redirect/player/2690/,MIL,Jun 26 2017,Exercised $6.02 million Player Option with Milwaukee (MIL) for 2017-18				
DJ Wilson, PF,http://www.spotrac.com/redirect/player/23612/,MIL,Jun 22 2017,Drafted by Milwaukee (MIL): Round 1 (#17overall)				
Sindarius Thornwell, SG,http://www.spotrac.com/redirect/player/23649/,MIL,Jun 22 2017,Traded to Los Angeles (LAC) from Milwaukee (MIL)  for $2 million				
Sindarius Thornwell, SG,http://www.spotrac.com/redirect/player/23649/,MIL,Jun 22 2017,Drafted by Milwaukee (MIL): Round 2 (#48overall)				
Greg Monroe, C,http://www.spotrac.com/redirect/player/6889/,MIL,Jun 21 2017,Exercised $17.9 million Player Option with Milwaukee (MIL) for 2017-18				
Gary Payton II, PG,http://www.spotrac.com/redirect/player/20272/,MIL,Apr 2 2017,Signed a 2 year $1.35 million contract with Milwaukee (MIL)				
Terrence Jones, PF,http://www.spotrac.com/redirect/player/10843/,MIL,Apr 1 2017,Waived by Milwaukee (MIL)				
Greg Monroe, C,http://www.spotrac.com/redirect/player/6889/,MIL,Mar 19 2017,Fined $35000 for shoving Nick young above the shoulders during MIL-LAL game				
Greg Monroe, C,http://www.spotrac.com/redirect/player/6889/,MIL,Mar 17 2017,Fined $2000 for ejection from MIL-LAL game				
Axel Toupane, SG,http://www.spotrac.com/redirect/player/18042/,MIL,Mar 4 2017,Released by Milwaukee (MIL)				
Terrence Jones, PF,http://www.spotrac.com/redirect/player/10843/,MIL,Mar 4 2017,Signed a 1 year $247k contract with Milwaukee (MIL)				
Axel Toupane, SG,http://www.spotrac.com/redirect/player/18042/,MIL,Feb 25 2017,Signed a 10-day contract with Milwaukee (MIL)				
Roy Hibbert, C,http://www.spotrac.com/redirect/player/6113/,MIL,Feb 23 2017,Traded to Denver (DEN) from Milwaukee (MIL)  for 2017 2nd round pick [protected] 				
Steve Novak, SF,http://www.spotrac.com/redirect/player/2399/,MIL,Feb 2 2017,Waived by Milwaukee (MIL)				
Roy Hibbert, C,http://www.spotrac.com/redirect/player/6113/,MIL,Feb 2 2017,Traded to Milwaukee (MIL) from Charlotte (CHA)  with  Spencer HawesMiles Plumlee
Brandon Jennings, PG,http://www.spotrac.com/redirect/player/6299/,MIL,Apr 1 2018,Signed a multi-year contract with Milwaukee (MIL)				
Giannis Antetokounmpo, SF,http://www.spotrac.com/redirect/player/13328/,MIL,Apr 1 2018,Fined $2000 for ejection from MIL-DEN game				
Brandon Jennings, PG,http://www.spotrac.com/redirect/player/6299/,MIL,Mar 21 2018,Signed a 10-day contract with Milwaukee (MIL)				
Brandon Jennings, PG,http://www.spotrac.com/redirect/player/6299/,MIL,Mar 11 2018,Signed a 10-day contract with Milwaukee (MIL)				
Mirza Teletovic, PF,http://www.spotrac.com/redirect/player/10905/,MIL,Mar 10 2018,Waived by Milwaukee (MIL)				
Sean Kilpatrick, SG,http://www.spotrac.com/redirect/player/15922/,MIL,Mar 4 2018,Waived by Milwaukee (MIL)				
Shabazz Muhammad, SF,http://www.spotrac.com/redirect/player/13327/,MIL,Mar 4 2018,Signed a 1 year $347k contract with Milwaukee (MIL)				
Rashad Vaughn, SG,http://www.spotrac.com/redirect/player/17845/,MIL,Feb 5 2018,Traded to Brooklyn (BKN) from Milwaukee (MIL)  with 2018 2nd round pick [protected 31-47]  for  Tyler Zeller
Sean Kilpatrick, SG,http://www.spotrac.com/redirect/player/15922/,MIL,Jan 7 2018,Signed a 1 year $818k contract with Milwaukee (MIL)				
Joel Bolomboy, PF,http://www.spotrac.com/redirect/player/20258/,MIL,Jan 7 2018,Signed a contract with Milwaukee (MIL)				
Joel Bolomboy, PF,http://www.spotrac.com/redirect/player/20258/,MIL,Jan 7 2018,Waived by Milwaukee (MIL)				
DeAndre Liggins, SG,http://www.spotrac.com/redirect/player/8105/,MIL,Jan 7 2018,Waived by Milwaukee (MIL)				
Matthew Dellavedova, PG,http://www.spotrac.com/redirect/player/13478/,MIL,Jan 6 2018,Fined $2000 for ejection from MIL-WAS game				
Marc Gasol, C,http://www.spotrac.com/redirect/player/6122/,MEM,Dec 6 2017,Fined $15000 for using profane language during a live television interview after MEM-MIN game				
Jarell Martin, PF,http://www.spotrac.com/redirect/player/17853/,MEM,Oct 31 2017,Memphis (MEM) exercised $2.42 million option for 2017-2018				
Rade Zagorac, SF,http://www.spotrac.com/redirect/player/20241/,MEM,Oct 16 2017,Waived by Memphis (MEM)				
Wade Baldwin, PG,http://www.spotrac.com/redirect/player/20222/,MEM,Oct 16 2017,Waived by Memphis (MEM)				
Durand Scott, G,http://www.spotrac.com/redirect/player/24519/,MEM,Oct 14 2017,Waived by Memphis (MEM)				
Durand Scott, G,http://www.spotrac.com/redirect/player/24519/,MEM,Oct 5 2017,Signed a contract with Memphis (MEM)				
Jeremy Morgan, G,http://www.spotrac.com/redirect/player/24149/,MEM,Oct 5 2017,Waived by Memphis (MEM)				
JaMychal Green, PF,http://www.spotrac.com/redirect/player/11666/,MEM,Sep 27 2017,Signed a 2 year $16.4 million contract with Memphis (MEM)				
Troy Daniels, SG,http://www.spotrac.com/redirect/player/13383/,MEM,Sep 22 2017,Traded to Phoenix (PHX) from Memphis (MEM)  for 2nd round pick				
Ivan Rabb, PF,http://www.spotrac.com/redirect/player/23630/,MEM,Sep 21 2017,Signed a 2 year $2.32 million contract with Memphis (MEM) - includes 3rd Year Club Option				
Tony Allen, SG,http://www.spotrac.com/redirect/player/2210/,MEM,Sep 14 2017,Signed a contract with New Orleans (NOP)				
Dillon Brooks, SF,http://www.spotrac.com/redirect/player/23646/,MEM,Jul 21 2017,Signed a 3 year contract with Memphis (MEM)				
Mario Chalmers, PG,http://www.spotrac.com/redirect/player/6128/,MEM,Jul 19 2017,Signed a 1 year contract with Memphis (MEM)				
Zach Randolph, PF,http://www.spotrac.com/redirect/player/2626/,MEM,Jul 10 2017,Signed a 2 year $24 million contract with Sacramento (SAC)				
Tyreke Evans, SG,http://www.spotrac.com/redirect/player/6326/,MEM,Jul 10 2017,Signed a 1 year $3.29 million contract with Memphis (MEM)				
Vince Carter, SG,http://www.spotrac.com/redirect/player/2590/,MEM,Jul 10 2017,Signed a 1 year $8 million contract with Sacramento (SAC)				
Rade Zagorac, SF,http://www.spotrac.com/redirect/player/20241/,MEM,Jul 9 2017,Signed a 2 year $2.3 million contract with Memphis (MEM) - includes 3rd Year Club Option				
Jeremy Morgan, G,http://www.spotrac.com/redirect/player/24149/,MEM,Jul 9 2017,Signed a 1 year $816k contract with Memphis (MEM)				
Ben McLemore, SG,http://www.spotrac.com/redirect/player/13320/,MEM,Jul 6 2017,Signed a 2 year $10.66 million contract with Memphis (MEM)				
Wayne Selden, SG,http://www.spotrac.com/redirect/player/20921/,MEM,Jul 1 2017,Signed a 2 year $2.86 million contract with Memphis (MEM)				
Wayne Selden, SG,http://www.spotrac.com/redirect/player/20921/,MEM,Jun 30 2017,Memphis (MEM) declined $1.32 million option for 2017-18				
Ivan Rabb, PF,http://www.spotrac.com/redirect/player/23630/,MEM,Jun 22 2017,Traded to Memphis (MEM) from Orlando (ORL)  for 2019 2nd round pick				
JaMychal Green, PF,http://www.spotrac.com/redirect/player/11666/,MEM,Jun 22 2017,Memphis (MEM) extended $2.82 million Qualifying Offer; becomes a Restricted Free Agent				
Dillon Brooks, SF,http://www.spotrac.com/redirect/player/23646/,MEM,Jun 22 2017,Traded to Memphis (MEM) from Houston (HOU)  for 2018 2nd round pick				
Toney Douglas, SG,http://www.spotrac.com/redirect/player/6309/,MEM,Mar 18 2017,Waived by Memphis (MEM)				
Wayne Selden, SG,http://www.spotrac.com/redirect/player/20921/,MEM,Mar 18 2017,Signed a 2 year $1.4 million contract with Memphis (MEM)				
Toney Douglas, SG,http://www.spotrac.com/redirect/player/6309/,MEM,Feb 23 2017,Signed a 1 year $379k million contract with Memphis (MEM)				
Troy Daniels, SG,http://www.spotrac.com/redirect/player/13383/,MEM,Feb 10 2017,Fined $15000 for altercation during PHX-MEM game				
Toney Douglas, SG,http://www.spotrac.com/redirect/player/6309/,MEM,Feb 9 2017,Signed a 10-day contract with Memphis (MEM)				
Troy Daniels, SG,http://www.spotrac.com/redirect/player/13383/,MEM,Feb 8 2017,Fined $2000 for ejection from PHX-MEM game				
Toney Douglas, SG,http://www.spotrac.com/redirect/player/6309/,MEM,Jan 30 2017,Signed a 10-day contract with Memphis (MEM)				
Troy Williams, SF,http://www.spotrac.com/redirect/player/20919/,MEM,Jan 30 2017,Waived by Memphis (MEM)				
Omari Johnson, SF,http://www.spotrac.com/redirect/player/18244/,MEM,Apr 6 2018,Signed a contract with Memphis (MEM)				
Marquis Teague, PG,http://www.spotrac.com/redirect/player/10854/,MEM,Apr 6 2018,Waived by Memphis (MEM)				
MarShon Brooks, SG,http://www.spotrac.com/redirect/player/8076/,MEM,Apr 6 2018,Signed a multi-year contract with Memphis (MEM)				
Marquis Teague, PG,http://www.spotrac.com/redirect/player/10854/,MEM,Apr 3 2018,Signed a contract with Memphis (MEM)				
Brice Johnson, PF,http://www.spotrac.com/redirect/player/20230/,MEM,Mar 27 2018,Waived by Memphis (MEM)				
MarShon Brooks, SG,http://www.spotrac.com/redirect/player/8076/,MEM,Mar 27 2018,Signed a 10-day contract with Memphis (MEM)				
Marquis Teague, PG,http://www.spotrac.com/redirect/player/10854/,MEM,Mar 24 2018,Signed a 10-day contract with Memphis (MEM)				
Xavier Rathan-Mayes, SG,http://www.spotrac.com/redirect/player/24382/,MEM,Mar 14 2018,Terminated 10-day contract by Memphis (MEM)				
Briante Weber, SG,http://www.spotrac.com/redirect/player/18287/,MEM,Mar 14 2018,Signed a 10-day contract with Memphis (MEM)				
Xavier Rathan-Mayes, SG,http://www.spotrac.com/redirect/player/24382/,MEM,Mar 5 2018,Signed a 10-day contract with Memphis (MEM)				
Brandan Wright, PF,http://www.spotrac.com/redirect/player/2325/,MEM,Feb 10 2018,Waived by Memphis (MEM) - agree to buyout				
Brice Johnson, PF,http://www.spotrac.com/redirect/player/20230/,MEM,Feb 8 2018,Traded to Memphis (MEM) from Detroit (DET)  with 2022 2nd round pick for  James Ennis
Dillon Brooks, SF,http://www.spotrac.com/redirect/player/23646/,MEM,Feb 7 2018,Fined $2000 for ejection from UTH-MEM game				
Vince Hunter, PF,http://www.spotrac.com/redirect/player/18213/,MEM,Jan 13 2018,Waived by Memphis (MEM)				
Austin Rivers, SG,http://www.spotrac.com/redirect/player/10818/,LAC,Dec 1 2017,Fined $25000 for inappropriate language toward a fan during UTH-LAC game				
Brice Johnson, PF,http://www.spotrac.com/redirect/player/20230/,LAC,Oct 31 2017,Los Angeles (LAC) declined $1.5 million option for 2018-19				
Sam Dekker, SF,http://www.spotrac.com/redirect/player/17846/,LAC,Oct 31 2017,Los Angeles (LAC) exercised $2.76 million option for 2018-19				
Marshall Plumlee, PF,http://www.spotrac.com/redirect/player/20282/,LAC,Oct 14 2017,Waived by Los Angeles (LAC)				
Tyrone Wallace, PG,http://www.spotrac.com/redirect/player/20266/,LAC,Oct 14 2017,Waived by Los Angeles (LAC)				
Ike Iroegbu, G,http://www.spotrac.com/redirect/player/24531/,LAC,Oct 14 2017,Waived by Los Angeles (LAC)				
Ike Iroegbu, G,http://www.spotrac.com/redirect/player/24531/,LAC,Oct 14 2017,Signed a contract with Los Angeles (LAC)				
C.J. Williams, SG,http://www.spotrac.com/redirect/player/21071/,LAC,Oct 14 2017,Waived by Los Angeles (LAC)				
LaDontae Henton, F,http://www.spotrac.com/redirect/player/24409/,LAC,Oct 10 2017,Waived by Los Angeles (LAC)				
LaDontae Henton, F,http://www.spotrac.com/redirect/player/24409/,LAC,Sep 27 2017,Signed a contract with Los Angeles (LAC)				
DeAndre Liggins, SG,http://www.spotrac.com/redirect/player/8105/,LAC,Sep 25 2017,Traded to Atlanta (ATL) from Los Angeles (LAC)  with cash for 2018 2nd round pick [[protected 31-55]] 				
C.J. Williams, SG,http://www.spotrac.com/redirect/player/21071/,LAC,Sep 13 2017,Signed a contract with Los Angeles (LAC)				
Marshall Plumlee, PF,http://www.spotrac.com/redirect/player/20282/,LAC,Aug 23 2017,Signed a 1 year $1.31 million a contract with Los Angeles (LAC)				
Tyrone Wallace, PG,http://www.spotrac.com/redirect/player/20266/,LAC,Aug 16 2017,Signed a contract with Los Angeles (LAC)				
Willie Reed, C,http://www.spotrac.com/redirect/player/11665/,LAC,Aug 3 2017,Signed a 1 year $1.58 million contract with Los Angeles (LAC)				
Marreese Speights, PF,http://www.spotrac.com/redirect/player/6145/,LAC,Jul 27 2017,Signed a 1 year $2.1 million contract with Orlando (ORL)				
Sindarius Thornwell, SG,http://www.spotrac.com/redirect/player/23649/,LAC,Jul 26 2017,Signed a 3 year $3.8 million contract with Los Angeles (LAC)				
Luc Richard Mbah a Moute, PF,http://www.spotrac.com/redirect/player/6130/,LAC,Jul 19 2017,Signed a 1 year $2.1 million contract with Houston (HOU)				
Blake Griffin, PF,http://www.spotrac.com/redirect/player/6501/,LAC,Jul 17 2017,Signed a 5 year $171.2 million contract with Los Angeles (LAC)				
Kyle Wiltjer, PF,http://www.spotrac.com/redirect/player/20274/,LAC,Jul 15 2017,Waived by Los Angeles (LAC)				
Jawun Evans, PG,http://www.spotrac.com/redirect/player/23634/,LAC,Jul 11 2017,Signed a 2 year $2.19 million contract with Los Angeles (LAC) - includes 3rd Year Club Option				
Milos Teodosic, PG,http://www.spotrac.com/redirect/player/24094/,LAC,Jul 10 2017,Signed a 2 year $12.3 million contract with Los Angeles (LAC)				
Raymond Felton, PG,http://www.spotrac.com/redirect/player/2229/,LAC,Jul 10 2017,Signed a 1 year $2.3 million contract with Oklahoma City (OKC)				
J.J. Redick, SG,http://www.spotrac.com/redirect/player/2643/,LAC,Jul 9 2017,Signed a 1 year $23 million contract with Philadelphia (PHI)				
Diamond Stone, C,http://www.spotrac.com/redirect/player/20246/,LAC,Jul 6 2017,Traded to Atlanta (ATL) from Los Angeles (LAC) as part of a 3-team trade: Atlanta (ATL) traded 2019 2nd round pick to Denver (DEN); Denver (DEN) traded 2018 1st round pick and  Danilo GallinariJamal Crawford
Jawun Evans, PG,http://www.spotrac.com/redirect/player/23634/,LAC,Jul 6 2017,Traded to Los Angeles (LAC) from Philadelphia (PHI)  for cash				
Danilo Gallinari, SF,http://www.spotrac.com/redirect/player/6138/,LAC,Jul 4 2017,Signed a 3 year $64.76 million contract with Denver (DEN) as a part of a sign-and-trade with Los Angeles (LAC)				
Darrun Hilliard II, SF,http://www.spotrac.com/redirect/player/17866/,LAC,Jun 29 2017,Waived by Los Angeles (LAC)				
Luc Richard Mbah a Moute, PF,http://www.spotrac.com/redirect/player/6130/,LAC,Jun 29 2017,Declining $2.3 million Player Option with Los Angeles (LAC) for 2017-18				
Paul Pierce, SF,http://www.spotrac.com/redirect/player/2217/,LAC,Jun 28 2017,Waived by Los Angeles (LAC)				
DeAndre Liggins, SG,http://www.spotrac.com/redirect/player/8105/,LAC,Jun 28 2017,Traded to Los Angeles (LAC) from Houston (HOU)  with  Patrick BeverleyLouis WilliamsSam DekkerDarrun Hilliard IIKyle WiltjerChris Paul
Blake Griffin, PF,http://www.spotrac.com/redirect/player/6501/,LAC,Jun 23 2017,Exercised Early Termination Option with Los Angeles (LAC) declining $21.4 million for 2017-18				
Sindarius Thornwell, SG,http://www.spotrac.com/redirect/player/23649/,LAC,Jun 22 2017,Traded to Los Angeles (LAC) from Milwaukee (MIL)  for $2 million				
Marreese Speights, PF,http://www.spotrac.com/redirect/player/6145/,LAC,May 23 2017,Declined $2.1 million Player Option with Los Angeles (LAC) for 2017-18				
DeAndre Jordan, C,http://www.spotrac.com/redirect/player/6117/,LAC,Feb 1 2017,Fined $2000 for ejection from LAC-PHX game				
Wesley Johnson, SF,http://www.spotrac.com/redirect/player/6885/,LAC,May 2 2018,Will exercise $6.13 million option with Los Angeles (LAC) for 2018-19				
C.J. Williams, SG,http://www.spotrac.com/redirect/player/21071/,LAC,Apr 9 2018,Signed a multi-year contract with Los Angeles (LAC)				
C.J. Williams, SG,http://www.spotrac.com/redirect/player/21071/,LAC,Apr 9 2018,Los Angeles (LAC) terminated two-way contract				
Sean Kilpatrick, SG,http://www.spotrac.com/redirect/player/15922/,LAC,Mar 14 2018,Signed a 10-day contract with Los Angeles (LAC)				
Sean Kilpatrick, SG,http://www.spotrac.com/redirect/player/15922/,LAC,Mar 4 2018,Signed a 10-day contract with Los Angeles (LAC)				
Louis Williams, SG,http://www.spotrac.com/redirect/player/2657/,LAC,Feb 7 2018,Agreed to a 3 year $24 million contract extension with Los Angeles (LAC)				
Brice Johnson, PF,http://www.spotrac.com/redirect/player/20230/,LAC,Jan 29 2018, 
Willie Reed, C,http://www.spotrac.com/redirect/player/11665/,LAC,Jan 29 2018,Traded to Detroit (DET) from Los Angeles (LAC)  with  Blake GriffinBrice JohnsonTobias HarrisAvery BradleyBoban Marjanovic
Jamil Wilson, SF,http://www.spotrac.com/redirect/player/15857/,LAC,Jan 5 2018,Waived by Los Angeles (LAC)				
Trevor Booker, PF,http://www.spotrac.com/redirect/player/6905/,PHI,Dec 7 2017,Traded to Philadelphia (PHI) from Brooklyn (BKN)  for  Jahlil OkaforNik Stauskas
Robert Covington, SF,http://www.spotrac.com/redirect/player/13379/,PHI,Nov 17 2017,Signed a 4 year $62 million contract extension with Philadelphia (PHI)				
Timothe Luwawu-Cabarrot, SG,http://www.spotrac.com/redirect/player/20229/,PHI,Oct 31 2017,Philadelphia (PHI) exercised $1.45 million option for 2018-19				
Dario Saric, SF,http://www.spotrac.com/redirect/player/15364/,PHI,Oct 31 2017,Philadelphia (PHI) exercised $2.53 million option for 2018-19				
Jahlil Okafor, C,http://www.spotrac.com/redirect/player/17831/,PHI,Oct 31 2017,Philadelphia (PHI) declined $6.3 million option for 2018-19				
Justin Anderson, SG,http://www.spotrac.com/redirect/player/17849/,PHI,Oct 31 2017,Philadelphia (PHI) exercised $2.52 million option for 2018-19				
Ben Simmons, PG,http://www.spotrac.com/redirect/player/20206/,PHI,Oct 31 2017,Philadelphia (PHI) exercised $6.43 million option for 2018-19				
Marc Lovin, F,http://www.spotrac.com/redirect/player/24532/,PHI,Oct 14 2017,Waived by Philadelphia (PHI)				
Marc Lovin, F,http://www.spotrac.com/redirect/player/24532/,PHI,Oct 14 2017,Signed a contract with Philadelphia (PHI)				
Andrew Andrews, PG,http://www.spotrac.com/redirect/player/21054/,PHI,Oct 14 2017,Waived by Philadelphia (PHI)				
Andrew Andrews, PG,http://www.spotrac.com/redirect/player/21054/,PHI,Oct 14 2017,Signed a contract with Philadelphia (PHI)				
James Webb III, SF,http://www.spotrac.com/redirect/player/20271/,PHI,Oct 14 2017,Waived by Philadelphia (PHI)				
James Webb III, SF,http://www.spotrac.com/redirect/player/20271/,PHI,Oct 14 2017,Signed a contract with Philadelphia (PHI)				
Kris Humphries, PF,http://www.spotrac.com/redirect/player/2739/,PHI,Oct 13 2017,Waived by Philadelphia (PHI)				
Emeka Okafor, C,http://www.spotrac.com/redirect/player/2235/,PHI,Oct 13 2017,Waived by Philadelphia (PHI)				
James Blackmon Jr., SG,http://www.spotrac.com/redirect/player/23666/,PHI,Oct 13 2017,Waived by Philadelphia (PHI)				
Joel Embiid, C,http://www.spotrac.com/redirect/player/15355/,PHI,Oct 10 2017,Signed a 5 year $146.5 million maximum contract extension with Philadelphia (PHI)				
Kris Humphries, PF,http://www.spotrac.com/redirect/player/2739/,PHI,Sep 25 2017,Signed a contract with Philadelphia (PHI)				
Jacob Pullen, PG,http://www.spotrac.com/redirect/player/24500/,PHI,Sep 22 2017,Signed a contract with Philadelphia (PHI)				
James Blackmon Jr., SG,http://www.spotrac.com/redirect/player/23666/,PHI,Aug 30 2017,Signed a contract with Philadelphia (PHI)				
Brandon Paul, SG,http://www.spotrac.com/redirect/player/20889/,PHI,Jul 14 2017,Signed a 2 year $2.19 million contract with San Antonio SAS)				
J.J. Redick, SG,http://www.spotrac.com/redirect/player/2643/,PHI,Jul 9 2017,Signed a 1 year $23 million contract with Philadelphia (PHI)				
Joel Embiid, C,http://www.spotrac.com/redirect/player/15355/,PHI,Jul 8 2017,Fined $10000 for using inappropriate language on social media				
Markelle Fultz, PG,http://www.spotrac.com/redirect/player/23596/,PHI,Jul 8 2017,Signed a 2 year $15.4 million contract with Philadelphia (PHI)				
Jawun Evans, PG,http://www.spotrac.com/redirect/player/23634/,PHI,Jul 6 2017,Traded to Los Angeles (LAC) from Philadelphia (PHI)  for cash				
Sterling Brown, SG,http://www.spotrac.com/redirect/player/23647/,PHI,Jul 6 2017,Traded to Milwaukee (MIL) from Philadelphia (PHI)  for TBD				
Furkan Korkmaz, SG,http://www.spotrac.com/redirect/player/20231/,PHI,Jul 4 2017,Signed a 2 year $2.97 million contract with Philadelphia (PHI)				
Amir Johnson, PF,http://www.spotrac.com/redirect/player/2304/,PHI,Jul 1 2017,Signed a 1 year $11 million contract with Philadelphia (PHI)				
Gerald Henderson, SG,http://www.spotrac.com/redirect/player/6275/,PHI,Jun 30 2017,Waived by Philadelphia (PHI)				
Jawun Evans, PG,http://www.spotrac.com/redirect/player/23634/,PHI,Jun 23 2017,Drafted by Philadelphia (PHI): Round 2 (#39overall)				
Mathias Lessort, SF,http://www.spotrac.com/redirect/player/23651/,PHI,Jun 22 2017,Drafted by Philadelphia (PHI): Round 2 (#50overall)				
Jonah Bolden, SF,http://www.spotrac.com/redirect/player/23631/,PHI,Jun 22 2017,Drafted by Philadelphia (PHI): Round 2 (#36overall)				
Anzejs Pasecniks, C,http://www.spotrac.com/redirect/player/23620/,PHI,Jun 22 2017,Traded to Philadelphia (PHI) from Orlando (ORL)  for 2020 1st round pick and 2020 2nd round pick				
Sterling Brown, SG,http://www.spotrac.com/redirect/player/23647/,PHI,Jun 22 2017,Drafted by Philadelphia (PHI): Round 2 (#46overall)				
Markelle Fultz, PG,http://www.spotrac.com/redirect/player/23596/,PHI,Jun 22 2017,Drafted by Philadelphia (PHI): Round 1 (#1overall)				
Robert Covington, SF,http://www.spotrac.com/redirect/player/13379/,PHI,Jun 14 2017,Philadelphia (PHI) exercised $1.57 million option for 2017-18				
Alex Poythress, SF,http://www.spotrac.com/redirect/player/20970/,PHI,Apr 11 2017,Signed a contract with Philadelphia (PHI)				
Alex Poythress, SF,http://www.spotrac.com/redirect/player/20970/,PHI,Apr 2 2017,Signed a 1 year $31k contract with Philadelphia (PHI)				
Shawn Long, PF,http://www.spotrac.com/redirect/player/20287/,PHI,Mar 16 2017,Signed a 3 year $2.94 million contract with Philadelphia (PHI)				
Shawn Long, PF,http://www.spotrac.com/redirect/player/20287/,PHI,Mar 6 2017,Signed a 10-day contract with Philadelphia (PHI)				
Justin Harper, SF,http://www.spotrac.com/redirect/player/8084/,PHI,Mar 3 2017,Signed a 10-day contract with Philadelphia (PHI)				
Andrew Bogut, C,http://www.spotrac.com/redirect/player/2560/,PHI,Feb 27 2017,Waived by Philadelphia (PHI) - agreed to buyout				
Chasson Randle, PG,http://www.spotrac.com/redirect/player/20940/,PHI,Feb 23 2017,Waived by Philadelphia (PHI)				
Nerlens Noel, C,http://www.spotrac.com/redirect/player/13319/,PHI,Feb 23 2017,Traded to Dallas (DAL) from Philadelphia (PHI)  for  Andrew BogutJustin Anderson
Tiago Splitter, PF,http://www.spotrac.com/redirect/player/7119/,PHI,Feb 22 2017,Traded to Philadelphia (PHI) from Atlanta (ATL)  with 2017 2nd round pick [becomes 2018 2nd Round if not conveyed]  and 2017 2nd round pick for  Ersan Ilyasova
Chasson Randle, PG,http://www.spotrac.com/redirect/player/20940/,PHI,Jan 30 2017,Signed a 3 year $3.09 million contract with Philadelphia (PHI)				
Mo Williams, PG,http://www.spotrac.com/redirect/player/2571/,PHI,Jan 20 2017,Waived by Philadelphia (PHI)				
Mo Williams, PG,http://www.spotrac.com/redirect/player/2571/,PHI,Jan 20 2017,Claimed off waivers by Philadelphia (PHI)				
Chasson Randle, PG,http://www.spotrac.com/redirect/player/20940/,PHI,Jan 20 2017,Signed a 10-day contract with Philadelphia (PHI)				
Chasson Randle, PG,http://www.spotrac.com/redirect/player/20940/,PHI,Jan 10 2017,Signed a 10-day contract with Philadelphia (PHI)				
Hollis Thompson, SG,http://www.spotrac.com/redirect/player/10996/,PHI,Jan 4 2017,Waived by Philadelphia (PHI)				
James Young, SG,http://www.spotrac.com/redirect/player/15369/,PHI,Mar 26 2018,Waived by Philadelphia (PHI)				
Trevor Booker, PF,http://www.spotrac.com/redirect/player/6905/,PHI,Feb 28 2018,Waived by Philadelphia (PHI)				
Ersan Ilyasova, PF,http://www.spotrac.com/redirect/player/6341/,PHI,Feb 28 2018,Signed a contract with Philadelphia (PHI)				
Tiago Splitter, PF,http://www.spotrac.com/redirect/player/7119/,PHI,Feb 19 2018,Retired from Professional Basketball				
Marco Belinelli, SG,http://www.spotrac.com/redirect/player/2314/,PHI,Feb 12 2018,Signed a 1 year $776k contract with Philadelphia (PHI)				
Larry Drew II, PG,http://www.spotrac.com/redirect/player/13563/,PHI,Jan 23 2018,Signed a 10-day contract with Philadelphia (PHI)				
James McAdoo, SF,http://www.spotrac.com/redirect/player/15783/,PHI,Jan 15 2018,Waived by Philadelphia (PHI)				
Ben Simmons, PG,http://www.spotrac.com/redirect/player/20206/,PHI,Jan 15 2018,Fined $2000 for ejection from TOR-PHI game				
Archie Goodwin, SG,http://www.spotrac.com/redirect/player/13342/,POR,Oct 14 2017,Waived by Portland (POR)				
Anthony Morrow, SG,http://www.spotrac.com/redirect/player/6109/,POR,Oct 14 2017,Waived by Portland (POR)				
Isaiah Briscoe, G,http://www.spotrac.com/redirect/player/24479/,POR,Oct 14 2017,Waived by Portland (POR)				
C.J. McCollum, SG,http://www.spotrac.com/redirect/player/13323/,POR,Oct 14 2017,Suspended 1 game (forfeit $165259) for leaving bench during altercation in POR-PHX game				
Anthony Morrow, SG,http://www.spotrac.com/redirect/player/6109/,POR,Sep 18 2017,Signed a contract with Portland (POR)				
Isaiah Briscoe, G,http://www.spotrac.com/redirect/player/24479/,POR,Sep 13 2017,Signed a contract with Portland (POR)				
Archie Goodwin, SG,http://www.spotrac.com/redirect/player/13342/,POR,Sep 11 2017,Signed a contract with Portland (POR)				
Andrew Nicholson, PF,http://www.spotrac.com/redirect/player/10844/,POR,Aug 30 2017,Waived by Portland (POR)				
Andrew Nicholson, PF,http://www.spotrac.com/redirect/player/10844/,POR,Jul 25 2017,Traded to Portland (POR) from Brooklyn (BKN)  for  Allen Crabbe
Caleb Swanigan, PF,http://www.spotrac.com/redirect/player/23621/,POR,Jul 3 2017,Signed a 2 year $3.2 million contract with Portland (POR)				
Zach Collins, C,http://www.spotrac.com/redirect/player/23605/,POR,Jul 3 2017,Signed a 2 year $6.69 million contract with Portland (POR)				
Festus Ezeli, C,http://www.spotrac.com/redirect/player/10855/,POR,Jun 30 2017,Waived by Portland (POR)				
Caleb Swanigan, PF,http://www.spotrac.com/redirect/player/23621/,POR,Jun 22 2017,Drafted by Portland (POR): Round 1 (#26overall)				
Justin Jackson, SF,http://www.spotrac.com/redirect/player/23610/,POR,Jun 22 2017,Traded to Sacramento (SAC) from Portland (POR)  with  Harry GilesZach Collins
Justin Jackson, SF,http://www.spotrac.com/redirect/player/23610/,POR,Jun 22 2017,Drafted by Portland (POR): Round 1 (#15overall)				
Harry Giles, PF,http://www.spotrac.com/redirect/player/23615/,POR,Jun 22 2017,Drafted by Portland (POR): Round 1 (#20overall)				
Jusuf Nurkic, C,http://www.spotrac.com/redirect/player/15368/,POR,Feb 13 2017,Traded to Portland (POR) from Denver (DEN)  with 2017 1st round pick for  Mason Plumlee
